CallID,CustomerID,AgentID,CallTimestamp,CallDurationSeconds,PairingModel,SaleMade,SaleValue
CALL12372,C2658,A1014,2025-09-02 19:21:37.763775,1232,Standard Routing,False,0.0
CALL12373,C2260,A1021,2025-04-23 20:30:08.812351,51,Standard Routing,False,0.0
CALL12374,C2359,A1012,2025-09-17 06:25:35.703444,689,Standard Routing,False,0.0
CALL12375,C2196,A1008,2025-08-31 09:54:08.434172,608,Standard Routing,False,0.0
CALL12376,C2386,A1048,2025-04-04 22:39:27.901820,1593,Standard Routing,False,0.0
CALL12377,C2716,A1000,2025-06-23 09:48:35.586319,500,AI-Optimized,False,0.0
CALL12378,C2939,A1035,2025-04-05 21:35:54.961000,1503,AI-Optimized,False,0.0
CALL12379,C2608,A1045,2025-03-14 09:30:43.829856,1605,Standard Routing,False,0.0
CALL12380,C2173,A1004,2025-04-13 21:30:06.516258,676,AI-Optimized,False,0.0
CALL12381,C2571,A1029,2025-01-15 19:54:17.439155,1749,AI-Optimized,False,0.0
CALL12382,C2124,A1023,2025-03-05 00:48:12.189731,1229,AI-Optimized,True,206.12
CALL12383,C2367,A1040,2025-04-06 18:04:31.902418,625,AI-Optimized,False,0.0
CALL12384,C2608,A1002,2025-03-24 13:37:18.941072,1709,Standard Routing,False,0.0
CALL12385,C2744,A1037,2025-02-28 04:12:06.805464,742,AI-Optimized,False,0.0
CALL12386,C2170,A1026,2025-07-09 02:13:41.516376,1763,Standard Routing,False,0.0
CALL12387,C2650,A1029,2025-09-01 20:10:07.666958,1726,Standard Routing,False,0.0
CALL12388,C2448,A1009,2025-02-17 04:48:20.081563,487,AI-Optimized,False,0.0
CALL12389,C2378,A1040,2025-01-02 08:18:33.474053,747,Standard Routing,False,0.0
CALL12390,C2486,A1008,2025-01-21 02:35:59.825196,1751,AI-Optimized,False,0.0
CALL12391,C2151,A1001,2025-06-13 02:16:19.033023,1537,Standard Routing,False,0.0
CALL12392,C2319,A1005,2025-10-07 05:08:31.541618,1739,Standard Routing,False,0.0
CALL12393,C2934,A1034,2025-06-23 23:22:43.099729,1103,AI-Optimized,False,0.0
CALL12394,C2083,A1031,2025-05-07 00:07:13.330572,1277,AI-Optimized,True,484.16
CALL12395,C2902,A1024,2025-09-28 09:21:13.279271,1761,AI-Optimized,False,0.0
CALL12396,C2349,A1023,2025-05-01 18:17:20.561264,555,AI-Optimized,False,0.0
CALL12397,C2289,A1003,2025-10-05 04:51:03.235763,906,Standard Routing,True,271.6
CALL12398,C2419,A1002,2025-08-20 22:54:22.537408,687,AI-Optimized,False,0.0
CALL12399,C2153,A1017,2025-09-29 22:36:02.192339,393,Standard Routing,False,0.0
CALL12400,C2701,A1027,2025-04-28 21:47:10.671193,69,AI-Optimized,False,0.0
CALL12401,C2966,A1021,2025-08-29 11:13:53.828163,314,Standard Routing,False,0.0
CALL12402,C2278,A1046,2025-10-04 01:25:27.923566,1170,Standard Routing,False,0.0
CALL12403,C2851,A1012,2025-08-23 04:38:31.504884,449,Standard Routing,False,0.0
CALL12404,C2996,A1024,2025-07-08 08:43:43.743934,564,AI-Optimized,False,0.0
CALL12405,C2037,A1030,2025-02-13 21:07:22.418515,555,AI-Optimized,False,0.0
CALL12406,C2507,A1016,2025-09-07 20:51:52.098613,1448,AI-Optimized,False,0.0
CALL12407,C2009,A1019,2025-04-10 11:44:11.916565,1115,AI-Optimized,False,0.0
CALL12408,C2509,A1031,2025-08-16 19:16:12.258857,702,AI-Optimized,False,0.0
CALL12409,C2252,A1028,2025-06-15 11:01:53.246396,1516,Standard Routing,False,0.0
CALL12410,C2466,A1044,2025-08-29 19:32:06.734826,472,AI-Optimized,False,0.0
CALL12411,C2492,A1013,2025-03-18 05:31:06.068480,1642,AI-Optimized,False,0.0
CALL12412,C2177,A1005,2025-03-03 16:06:33.201734,1557,Standard Routing,False,0.0
CALL12413,C2742,A1031,2025-03-13 12:02:56.161412,1404,AI-Optimized,False,0.0
CALL12414,C2554,A1037,2025-02-01 20:31:42.794128,1261,AI-Optimized,False,0.0
CALL12415,C2747,A1046,2025-03-29 04:38:06.694946,764,AI-Optimized,False,0.0
CALL12416,C2822,A1013,2025-01-01 13:22:54.552804,862,AI-Optimized,False,0.0
CALL12417,C2177,A1014,2025-02-28 01:06:58.282850,1590,Standard Routing,False,0.0
CALL12418,C2714,A1049,2025-04-03 17:08:44.823175,860,AI-Optimized,False,0.0
CALL12419,C2051,A1032,2025-10-04 22:54:49.830628,618,AI-Optimized,False,0.0
CALL12420,C2612,A1029,2025-01-30 19:22:26.508322,969,Standard Routing,False,0.0
CALL12421,C2646,A1002,2025-01-28 09:22:20.973861,1141,AI-Optimized,False,0.0
CALL12422,C2794,A1000,2025-01-19 22:01:27.328886,590,AI-Optimized,False,0.0
CALL12423,C2814,A1044,2025-03-30 18:22:03.033373,1686,AI-Optimized,True,157.22
CALL12424,C2198,A1004,2025-04-17 19:18:36.915879,1704,Standard Routing,False,0.0
CALL12425,C2533,A1002,2025-05-19 21:15:33.921218,1483,Standard Routing,False,0.0
CALL12426,C2035,A1044,2025-01-21 07:56:59.196069,1127,Standard Routing,False,0.0
CALL12427,C2935,A1007,2025-02-02 17:38:53.752331,1638,AI-Optimized,False,0.0
CALL12428,C2922,A1030,2025-05-15 11:25:58.112142,1047,Standard Routing,False,0.0
CALL12429,C2131,A1007,2025-08-15 20:43:47.295633,1364,Standard Routing,False,0.0
CALL12430,C2516,A1010,2025-02-05 22:50:12.249405,220,AI-Optimized,False,0.0
CALL12431,C2329,A1012,2025-09-21 13:32:47.182966,702,AI-Optimized,False,0.0
CALL12432,C2564,A1008,2025-04-25 03:22:19.239160,1663,Standard Routing,False,0.0
CALL12433,C2447,A1022,2025-03-24 20:28:55.886707,1576,Standard Routing,False,0.0
CALL12434,C2310,A1001,2025-04-25 16:16:36.116031,1051,Standard Routing,False,0.0
CALL12435,C2974,A1006,2025-03-30 12:23:41.639239,416,AI-Optimized,False,0.0
CALL12436,C2081,A1006,2025-07-13 11:59:53.127073,1286,AI-Optimized,False,0.0
CALL12437,C2887,A1000,2025-09-15 12:37:51.654784,597,AI-Optimized,False,0.0
CALL12438,C2383,A1019,2025-07-01 10:15:56.156364,497,AI-Optimized,False,0.0
CALL12439,C2334,A1005,2025-07-03 17:19:39.553728,568,AI-Optimized,False,0.0
CALL12440,C2366,A1017,2025-07-27 17:00:56.447286,1354,AI-Optimized,False,0.0
CALL12441,C2591,A1012,2025-08-23 17:11:55.903128,1067,Standard Routing,False,0.0
CALL12442,C2662,A1035,2025-07-06 00:55:16.325793,1448,AI-Optimized,False,0.0
CALL12443,C2842,A1042,2025-09-28 01:44:18.206987,562,AI-Optimized,False,0.0
CALL12444,C2775,A1026,2025-08-26 00:12:26.195435,1756,AI-Optimized,False,0.0
CALL12445,C2059,A1035,2025-03-19 13:26:32.170850,1165,Standard Routing,False,0.0
CALL12446,C2774,A1011,2025-04-18 10:42:16.535733,893,Standard Routing,False,0.0
CALL12447,C2576,A1001,2025-04-15 02:47:02.995560,221,Standard Routing,False,0.0
CALL12448,C2158,A1039,2025-08-23 02:41:29.965378,1446,Standard Routing,False,0.0
CALL12449,C2702,A1049,2025-02-15 18:28:14.731894,412,AI-Optimized,False,0.0
CALL12450,C2995,A1028,2025-06-29 23:38:17.172513,1752,AI-Optimized,True,105.07
CALL12451,C2267,A1025,2025-07-20 18:39:55.916624,1710,AI-Optimized,False,0.0
CALL12452,C2290,A1008,2025-07-25 22:21:32.933255,95,Standard Routing,True,445.12
CALL12453,C2842,A1031,2025-01-31 21:59:02.617842,1548,Standard Routing,False,0.0
CALL12454,C2685,A1047,2025-02-26 16:13:58.867402,1045,Standard Routing,False,0.0
CALL12455,C2425,A1014,2025-09-09 08:46:04.940588,693,Standard Routing,False,0.0
CALL12456,C2902,A1006,2025-01-16 23:13:14.897301,468,AI-Optimized,True,466.79
CALL12457,C2595,A1011,2025-01-02 01:42:28.513159,1280,Standard Routing,False,0.0
CALL12458,C2903,A1046,2025-09-29 09:23:18.933907,1061,Standard Routing,False,0.0
CALL12459,C2991,A1048,2025-07-17 14:06:35.388951,609,AI-Optimized,False,0.0
CALL12460,C2391,A1033,2025-03-14 21:37:32.744117,1448,Standard Routing,False,0.0
CALL12461,C2203,A1038,2025-04-28 22:27:25.625654,970,Standard Routing,False,0.0
CALL12462,C2015,A1047,2025-05-06 18:21:05.207365,1447,Standard Routing,False,0.0
CALL12463,C2369,A1047,2025-06-07 04:20:13.924851,361,AI-Optimized,False,0.0
CALL12464,C2510,A1003,2025-09-23 16:00:19.474472,582,AI-Optimized,True,126.02
CALL12465,C2412,A1046,2025-09-30 17:12:33.346649,1485,AI-Optimized,False,0.0
CALL12466,C2822,A1030,2025-09-25 00:41:16.915950,114,AI-Optimized,True,355.11
CALL12467,C2828,A1043,2025-04-30 10:28:08.583248,209,Standard Routing,False,0.0
CALL12468,C2934,A1017,2025-04-02 00:29:11.332896,575,AI-Optimized,False,0.0
CALL12469,C2893,A1007,2025-07-01 11:57:25.131720,789,Standard Routing,False,0.0
CALL12470,C2560,A1030,2025-07-27 08:50:25.834046,1700,Standard Routing,False,0.0
CALL12471,C2293,A1000,2025-05-28 12:42:23.540172,739,AI-Optimized,False,0.0
CALL12472,C2672,A1024,2025-09-25 11:05:54.794562,385,AI-Optimized,False,0.0
CALL12473,C2249,A1030,2025-02-18 00:43:28.219035,187,AI-Optimized,True,397.46
CALL12474,C2970,A1037,2025-04-03 11:05:49.871058,157,Standard Routing,False,0.0
CALL12475,C2523,A1006,2025-04-24 02:51:01.357734,51,Standard Routing,False,0.0
CALL12476,C2700,A1002,2025-09-10 07:06:18.194371,1520,AI-Optimized,True,276.93
CALL12477,C2931,A1010,2025-01-06 19:07:02.602898,1469,AI-Optimized,False,0.0
CALL12478,C2639,A1011,2025-06-21 16:40:09.374778,744,Standard Routing,False,0.0
CALL12479,C2822,A1033,2025-03-22 05:09:21.931020,1696,AI-Optimized,False,0.0
CALL12480,C2018,A1012,2025-02-01 06:28:36.497339,273,AI-Optimized,False,0.0
CALL12481,C2128,A1033,2025-07-22 07:29:36.473637,1421,AI-Optimized,True,177.61
CALL12482,C2907,A1004,2025-08-28 17:11:05.665858,773,Standard Routing,False,0.0
CALL12483,C2453,A1021,2025-02-23 12:54:43.162269,1659,AI-Optimized,False,0.0
CALL12484,C2203,A1022,2025-02-21 21:35:23.811361,254,Standard Routing,False,0.0
CALL12485,C2508,A1044,2025-03-30 20:18:37.979434,1233,AI-Optimized,True,191.27
CALL12486,C2654,A1015,2025-08-21 04:43:16.047446,1050,Standard Routing,False,0.0
CALL12487,C2114,A1002,2025-04-27 11:23:17.930569,1394,Standard Routing,False,0.0
CALL12488,C2988,A1003,2025-07-01 09:56:19.309949,655,Standard Routing,False,0.0
CALL12489,C2415,A1012,2025-04-26 21:39:16.180144,797,AI-Optimized,False,0.0
CALL12490,C2604,A1035,2025-07-29 03:04:16.646525,653,AI-Optimized,False,0.0
CALL12491,C2022,A1016,2025-07-09 08:40:54.323836,1520,AI-Optimized,False,0.0
CALL12492,C2585,A1033,2025-09-09 08:40:01.171051,1465,AI-Optimized,False,0.0
CALL12493,C2278,A1016,2025-01-22 23:56:58.956231,540,AI-Optimized,False,0.0
CALL12494,C2301,A1034,2025-03-07 05:48:20.755739,1663,AI-Optimized,False,0.0
CALL12495,C2729,A1026,2025-09-11 03:40:11.786406,547,Standard Routing,False,0.0
CALL12496,C2633,A1023,2025-02-13 22:45:30.105350,49,AI-Optimized,False,0.0
CALL12497,C2293,A1005,2025-06-20 16:30:27.781307,762,AI-Optimized,False,0.0
CALL12498,C2397,A1000,2025-01-18 18:30:03.638369,174,AI-Optimized,False,0.0
CALL12499,C2474,A1010,2025-04-18 16:52:51.326802,833,AI-Optimized,False,0.0
CALL12500,C2236,A1006,2025-06-20 21:30:05.942141,1638,AI-Optimized,False,0.0
CALL12501,C2691,A1031,2025-05-11 20:40:43.674849,1627,Standard Routing,False,0.0
CALL12502,C2978,A1016,2025-05-12 14:46:15.126008,1223,AI-Optimized,False,0.0
CALL12503,C2104,A1002,2025-04-03 13:39:29.243974,1363,Standard Routing,False,0.0
CALL12504,C2075,A1028,2025-04-10 05:03:36.625712,1172,AI-Optimized,False,0.0
CALL12505,C2470,A1013,2025-04-02 11:54:57.576683,437,AI-Optimized,False,0.0
CALL12506,C2599,A1028,2025-02-02 17:39:53.765336,1618,Standard Routing,False,0.0
CALL12507,C2205,A1014,2025-08-13 22:03:36.467505,864,Standard Routing,False,0.0
CALL12508,C2820,A1017,2025-03-18 09:04:02.465759,930,Standard Routing,False,0.0
CALL12509,C2232,A1047,2025-08-21 06:58:55.772485,1671,AI-Optimized,False,0.0
CALL12510,C2380,A1044,2025-06-25 10:51:50.208735,503,AI-Optimized,True,102.17
CALL12511,C2726,A1018,2025-02-25 17:57:51.717124,905,Standard Routing,False,0.0
CALL12512,C2743,A1008,2025-06-21 04:42:30.515211,1375,AI-Optimized,False,0.0
CALL12513,C2087,A1007,2025-03-13 01:38:33.153725,1331,AI-Optimized,True,430.53
CALL12514,C2149,A1030,2025-05-10 10:09:11.273747,716,AI-Optimized,False,0.0
CALL12515,C2904,A1029,2025-09-05 00:02:40.180497,576,AI-Optimized,False,0.0
CALL12516,C2390,A1037,2025-05-31 09:04:42.717207,1231,AI-Optimized,True,253.18
CALL12517,C2032,A1019,2025-09-23 07:52:08.694393,1084,Standard Routing,False,0.0
CALL12518,C2121,A1011,2025-09-05 16:47:28.402468,1163,Standard Routing,True,447.07
CALL12519,C2647,A1014,2025-04-26 14:44:55.677538,1703,AI-Optimized,False,0.0
CALL12520,C2269,A1010,2025-09-15 01:27:32.087197,384,Standard Routing,False,0.0
CALL12521,C2530,A1032,2025-06-07 15:45:34.599742,1283,AI-Optimized,False,0.0
CALL12522,C2252,A1022,2025-09-17 00:51:13.999965,862,AI-Optimized,False,0.0
CALL12523,C2542,A1023,2025-06-04 03:31:19.075453,872,Standard Routing,True,138.79
CALL12524,C2112,A1024,2025-07-02 02:57:12.672923,1730,AI-Optimized,True,299.59
CALL12525,C2953,A1002,2025-07-01 14:39:22.583751,1063,Standard Routing,False,0.0
CALL12526,C2043,A1027,2025-02-26 13:17:32.570000,230,Standard Routing,False,0.0
CALL12527,C2147,A1017,2025-08-02 20:36:42.760874,1694,Standard Routing,False,0.0
CALL12528,C2440,A1028,2025-05-16 15:49:26.156291,1432,AI-Optimized,True,403.95
CALL12529,C2862,A1022,2025-09-11 17:21:30.220730,308,AI-Optimized,False,0.0
CALL12530,C2605,A1006,2025-08-01 04:43:46.402520,1015,AI-Optimized,False,0.0
CALL12531,C2296,A1035,2025-10-11 07:42:49.843694,1106,Standard Routing,True,374.37
CALL12532,C2624,A1039,2025-03-09 09:44:02.133885,1150,AI-Optimized,False,0.0
CALL12533,C2338,A1001,2025-01-10 23:34:41.710547,115,Standard Routing,False,0.0
CALL12534,C2366,A1045,2025-09-07 09:23:22.367583,1351,Standard Routing,False,0.0
CALL12535,C2076,A1021,2025-10-04 20:11:49.750075,1613,AI-Optimized,False,0.0
CALL12536,C2321,A1020,2025-02-01 00:53:47.951524,900,Standard Routing,False,0.0
CALL12537,C2682,A1008,2025-06-12 05:18:50.494373,1240,Standard Routing,False,0.0
CALL12538,C2502,A1020,2025-01-03 19:01:48.085093,1326,Standard Routing,False,0.0
CALL12539,C2533,A1010,2025-07-29 18:13:12.535135,345,Standard Routing,False,0.0
CALL12540,C2945,A1020,2025-03-04 04:13:23.373899,847,Standard Routing,False,0.0
CALL12541,C2907,A1004,2025-07-24 12:59:11.877270,1713,AI-Optimized,False,0.0
CALL12542,C2252,A1039,2025-09-02 02:32:16.073800,34,Standard Routing,False,0.0
CALL12543,C2556,A1013,2025-04-03 21:47:35.319961,37,Standard Routing,False,0.0
CALL12544,C2370,A1039,2025-03-28 20:25:29.444990,482,Standard Routing,True,61.4
CALL12545,C2164,A1048,2025-07-09 08:26:46.846669,521,AI-Optimized,False,0.0
CALL12546,C2981,A1010,2025-08-23 03:11:25.281472,1275,AI-Optimized,False,0.0
CALL12547,C2265,A1025,2025-09-01 07:17:23.191488,1408,Standard Routing,False,0.0
CALL12548,C2578,A1000,2025-05-21 10:24:15.361038,1653,Standard Routing,False,0.0
CALL12549,C2608,A1015,2025-05-10 03:13:56.425316,1323,Standard Routing,False,0.0
CALL12550,C2489,A1038,2025-04-29 11:03:34.548134,1609,AI-Optimized,False,0.0
CALL12551,C2555,A1034,2025-05-19 01:29:57.996893,846,AI-Optimized,False,0.0
CALL12552,C2795,A1042,2025-09-28 15:17:24.306846,1191,AI-Optimized,False,0.0
CALL12553,C2864,A1035,2025-09-20 03:23:55.276014,166,AI-Optimized,False,0.0
CALL12554,C2050,A1023,2025-02-28 07:25:01.748235,392,AI-Optimized,False,0.0
CALL12555,C2198,A1039,2025-09-07 12:06:51.542509,712,AI-Optimized,True,188.04
CALL12556,C2904,A1046,2025-07-02 01:06:36.921160,1742,AI-Optimized,False,0.0
CALL12557,C2389,A1042,2025-03-07 12:07:29.210412,419,AI-Optimized,False,0.0
CALL12558,C2669,A1002,2025-05-11 21:19:26.863420,1266,AI-Optimized,False,0.0
CALL12559,C2145,A1032,2025-10-05 19:44:28.854691,1266,AI-Optimized,False,0.0
CALL12560,C2028,A1009,2025-09-22 23:47:36.829973,398,Standard Routing,False,0.0
CALL12561,C2246,A1001,2025-01-16 22:34:11.779841,1502,Standard Routing,False,0.0
CALL12562,C2848,A1033,2025-04-10 23:36:41.712366,960,AI-Optimized,False,0.0
CALL12563,C2280,A1007,2025-01-15 19:44:50.577043,1325,AI-Optimized,False,0.0
CALL12564,C2269,A1029,2025-01-17 16:15:51.554967,1102,AI-Optimized,True,363.04
CALL12565,C2331,A1016,2025-04-28 18:37:34.546546,1092,Standard Routing,True,233.73
CALL12566,C2417,A1009,2025-07-28 10:16:15.260892,1322,Standard Routing,True,335.87
CALL12567,C2831,A1039,2025-06-21 20:35:10.934684,153,Standard Routing,False,0.0
CALL12568,C2018,A1030,2025-10-01 13:48:36.169780,599,Standard Routing,False,0.0
CALL12569,C2480,A1021,2025-02-22 09:58:39.263583,1697,Standard Routing,False,0.0
CALL12570,C2427,A1004,2025-06-06 14:05:32.041097,1454,AI-Optimized,False,0.0
CALL12571,C2393,A1006,2025-09-29 03:14:38.339794,103,Standard Routing,False,0.0
CALL12572,C2804,A1004,2025-03-07 12:10:51.687049,549,AI-Optimized,True,364.53
CALL12573,C2572,A1016,2025-03-24 21:27:22.336971,1575,Standard Routing,False,0.0
CALL12574,C2138,A1019,2025-07-25 01:14:40.370623,1439,Standard Routing,True,200.05
CALL12575,C2540,A1007,2025-08-23 00:40:15.049482,317,AI-Optimized,False,0.0
CALL12576,C2638,A1016,2025-08-30 11:19:10.933575,266,AI-Optimized,False,0.0
CALL12577,C2471,A1021,2025-05-08 10:48:02.808018,1019,AI-Optimized,True,158.09
CALL12578,C2382,A1011,2025-01-12 20:18:02.394002,705,Standard Routing,False,0.0
CALL12579,C2467,A1020,2025-02-13 13:09:30.655169,961,Standard Routing,True,204.13
CALL12580,C2327,A1036,2025-04-27 01:34:19.507327,1483,AI-Optimized,False,0.0
CALL12581,C2640,A1002,2025-04-24 16:32:10.034185,1311,AI-Optimized,False,0.0
CALL12582,C2681,A1010,2025-02-11 11:16:32.537256,385,Standard Routing,True,249.33
CALL12583,C2743,A1036,2025-09-20 13:33:57.156147,818,AI-Optimized,False,0.0
CALL12584,C2356,A1036,2025-05-06 12:04:42.549755,994,AI-Optimized,False,0.0
CALL12585,C2746,A1025,2025-05-23 04:15:34.839307,1199,Standard Routing,False,0.0
CALL12586,C2836,A1032,2025-03-09 09:54:51.988714,970,AI-Optimized,False,0.0
CALL12587,C2077,A1020,2025-05-11 01:19:38.419477,989,Standard Routing,False,0.0
CALL12588,C2231,A1046,2025-05-07 14:13:12.352809,1623,Standard Routing,False,0.0
CALL12589,C2177,A1021,2025-09-20 00:10:50.288025,1552,AI-Optimized,True,290.17
CALL12590,C2972,A1011,2025-04-04 02:40:21.710372,1669,AI-Optimized,False,0.0
CALL12591,C2155,A1041,2025-01-11 04:22:58.257156,966,Standard Routing,False,0.0
CALL12592,C2707,A1028,2025-01-14 13:23:26.348897,859,Standard Routing,False,0.0
CALL12593,C2943,A1046,2025-07-26 07:21:42.963858,441,Standard Routing,False,0.0
CALL12594,C2237,A1012,2025-07-05 02:02:48.425816,1709,AI-Optimized,False,0.0
CALL12595,C2343,A1009,2025-04-08 17:41:56.492234,1094,AI-Optimized,True,137.17
CALL12596,C2094,A1030,2025-07-20 10:01:23.365115,1252,AI-Optimized,False,0.0
CALL12597,C2720,A1027,2025-07-16 15:00:16.564883,406,Standard Routing,False,0.0
CALL12598,C2640,A1037,2025-04-17 05:38:44.765962,895,AI-Optimized,False,0.0
CALL12599,C2757,A1036,2025-03-24 19:18:02.901427,989,Standard Routing,False,0.0
CALL12600,C2026,A1012,2025-03-19 17:15:06.744686,975,AI-Optimized,False,0.0
CALL12601,C2429,A1035,2025-02-14 23:46:32.494189,219,AI-Optimized,False,0.0
CALL12602,C2586,A1044,2025-01-20 02:51:27.322497,1255,AI-Optimized,False,0.0
CALL12603,C2910,A1027,2025-05-15 23:16:16.386206,531,Standard Routing,False,0.0
CALL12604,C2301,A1033,2025-02-14 06:02:02.748979,814,AI-Optimized,False,0.0
CALL12605,C2241,A1001,2025-02-17 00:55:10.385538,1619,AI-Optimized,False,0.0
CALL12606,C2479,A1017,2025-09-08 11:42:06.953965,1339,AI-Optimized,False,0.0
CALL12607,C2593,A1007,2025-02-28 18:46:07.900855,1160,AI-Optimized,False,0.0
CALL12608,C2909,A1038,2025-01-08 00:16:30.259525,527,AI-Optimized,False,0.0
CALL12609,C2488,A1031,2025-07-19 23:04:01.205159,1506,AI-Optimized,False,0.0
CALL12610,C2203,A1044,2025-08-30 07:11:13.638839,900,AI-Optimized,False,0.0
CALL12611,C2460,A1029,2025-02-16 02:25:28.629942,1715,Standard Routing,True,210.15
CALL12612,C2773,A1042,2025-01-18 13:29:41.998616,1009,AI-Optimized,False,0.0
CALL12613,C2301,A1000,2025-01-17 18:48:39.995301,1263,AI-Optimized,False,0.0
CALL12614,C2451,A1045,2025-08-25 06:05:38.508685,821,Standard Routing,False,0.0
CALL12615,C2004,A1010,2025-06-04 10:28:24.395949,480,Standard Routing,True,466.36
CALL12616,C2342,A1026,2025-06-17 14:44:08.317792,1688,Standard Routing,False,0.0
CALL12617,C2972,A1010,2025-02-18 09:33:34.941883,697,Standard Routing,False,0.0
CALL12618,C2323,A1038,2025-05-03 20:45:01.936930,181,Standard Routing,False,0.0
CALL12619,C2588,A1038,2025-04-23 08:11:44.766907,259,AI-Optimized,False,0.0
CALL12620,C2349,A1031,2025-05-13 21:05:41.226249,610,AI-Optimized,False,0.0
CALL12621,C2322,A1016,2025-04-20 09:53:44.577920,718,AI-Optimized,False,0.0
CALL12622,C2564,A1027,2025-07-08 22:22:30.325204,859,Standard Routing,False,0.0
CALL12623,C2255,A1014,2025-02-09 05:46:29.503983,186,Standard Routing,False,0.0
CALL12624,C2117,A1046,2025-07-01 09:26:29.984033,156,AI-Optimized,True,106.57
CALL12625,C2144,A1026,2025-09-23 09:12:36.146315,488,AI-Optimized,False,0.0
CALL12626,C2677,A1028,2025-04-24 11:14:38.966270,1270,AI-Optimized,False,0.0
CALL12627,C2737,A1014,2025-03-20 19:25:41.511358,388,AI-Optimized,False,0.0
CALL12628,C2926,A1044,2025-03-05 07:57:39.296193,229,AI-Optimized,False,0.0
CALL12629,C2481,A1030,2025-07-22 15:07:44.576592,554,Standard Routing,False,0.0
CALL12630,C2364,A1040,2025-10-05 01:05:54.428509,287,Standard Routing,True,186.87
CALL12631,C2834,A1045,2025-02-07 05:19:05.525619,887,AI-Optimized,False,0.0
CALL12632,C2462,A1011,2025-09-08 06:45:05.707176,1139,AI-Optimized,False,0.0
CALL12633,C2800,A1006,2025-07-02 17:48:17.030827,899,AI-Optimized,False,0.0
CALL12634,C2944,A1041,2025-02-26 16:28:04.785753,603,Standard Routing,False,0.0
CALL12635,C2101,A1040,2025-04-27 01:34:48.167108,703,AI-Optimized,False,0.0
CALL12636,C2269,A1015,2025-06-10 09:07:25.996350,918,AI-Optimized,False,0.0
CALL12637,C2285,A1045,2025-01-28 07:26:45.902873,973,AI-Optimized,False,0.0
CALL12638,C2329,A1036,2025-05-20 16:12:40.812861,1107,Standard Routing,True,155.06
CALL12639,C2622,A1015,2025-06-11 01:48:41.942714,1117,AI-Optimized,False,0.0
CALL12640,C2484,A1024,2025-05-28 09:04:20.301939,1408,AI-Optimized,False,0.0
CALL12641,C2541,A1001,2025-02-08 22:21:16.028514,455,AI-Optimized,False,0.0
CALL12642,C2336,A1042,2025-07-08 18:03:14.085309,250,Standard Routing,False,0.0
CALL12643,C2000,A1045,2025-01-20 16:11:31.528919,1793,Standard Routing,False,0.0
CALL12644,C2804,A1038,2025-06-03 09:52:28.130200,225,AI-Optimized,False,0.0
CALL12645,C2630,A1003,2025-05-27 03:21:04.190263,441,Standard Routing,False,0.0
CALL12646,C2366,A1036,2025-09-05 00:23:02.642378,1661,AI-Optimized,True,360.07
CALL12647,C2691,A1028,2025-02-21 22:34:26.974997,1676,Standard Routing,False,0.0
CALL12648,C2917,A1036,2025-08-22 12:38:47.768960,1788,AI-Optimized,False,0.0
CALL12649,C2432,A1049,2025-09-06 14:56:26.830500,1354,AI-Optimized,False,0.0
CALL12650,C2942,A1011,2025-03-18 13:54:07.537014,807,Standard Routing,True,187.33
CALL12651,C2750,A1020,2025-07-02 02:02:41.418552,295,Standard Routing,False,0.0
CALL12652,C2802,A1009,2025-05-06 03:16:47.432880,1775,Standard Routing,True,79.78
CALL12653,C2940,A1008,2025-07-19 21:39:32.700489,1108,AI-Optimized,False,0.0
CALL12654,C2151,A1027,2025-01-19 02:46:05.417767,347,Standard Routing,True,174.13
CALL12655,C2202,A1046,2025-01-25 07:59:25.215435,565,AI-Optimized,False,0.0
CALL12656,C2829,A1039,2025-01-20 16:22:56.216193,861,AI-Optimized,False,0.0
CALL12657,C2828,A1004,2025-01-11 10:08:11.868745,119,AI-Optimized,True,342.24
CALL12658,C2736,A1022,2025-09-19 12:26:51.372419,1552,Standard Routing,True,440.73
CALL12659,C2510,A1040,2025-05-12 20:20:59.203923,613,AI-Optimized,False,0.0
CALL12660,C2874,A1037,2025-07-19 01:53:40.623947,763,AI-Optimized,False,0.0
CALL12661,C2870,A1036,2025-06-04 17:55:14.691109,1796,Standard Routing,False,0.0
CALL12662,C2699,A1013,2025-05-09 13:41:05.762124,1667,Standard Routing,False,0.0
CALL12663,C2882,A1001,2025-05-17 16:33:49.094214,1077,Standard Routing,False,0.0
CALL12664,C2214,A1009,2025-04-12 12:23:54.611184,782,AI-Optimized,True,421.72
CALL12665,C2953,A1038,2025-10-05 15:22:52.565923,278,AI-Optimized,False,0.0
CALL12666,C2673,A1002,2025-07-30 02:32:11.877833,1389,Standard Routing,False,0.0
CALL12667,C2269,A1046,2025-06-30 00:11:19.535576,1670,Standard Routing,False,0.0
CALL12668,C2140,A1019,2025-05-07 07:38:31.693837,244,Standard Routing,False,0.0
CALL12669,C2730,A1022,2025-01-29 16:12:42.569038,962,Standard Routing,True,383.91
CALL12670,C2712,A1040,2025-04-17 17:22:45.635445,651,Standard Routing,False,0.0
CALL12671,C2593,A1032,2025-03-22 08:57:58.177710,920,Standard Routing,False,0.0
CALL12672,C2479,A1033,2025-03-14 20:02:37.461268,1635,AI-Optimized,True,239.6
CALL12673,C2010,A1015,2025-07-14 10:12:24.270332,87,AI-Optimized,True,207.4
CALL12674,C2913,A1005,2025-05-31 20:11:46.745842,1710,Standard Routing,False,0.0
